,sname,location,url,type,membership,website,nature,feature
1247,河北体育学院, 河北,http://college.gaokao.com/school/511/, 体育, 河北省教育厅, www.hepec.edu.cn, 本科,——
1248,大连民族大学, 辽宁,http://college.gaokao.com/school/512/, 民族, 国家民族事务委员会, www.dlnu.edu.cn, 本科,——
1249,大连大学, 辽宁,http://college.gaokao.com/school/513/, 综合, 辽宁省教育厅, www.dlu.edu.cn, 本科,——
1250,南京审计学院, 江苏,http://college.gaokao.com/school/514/, 财经, 江苏省教育厅, www.nau.edu.cn, 本科,——
1251,重庆医科大学, 重庆,http://college.gaokao.com/school/409/, 医药, 重庆市教育委员会, www.cqmu.edu.cn, 本科,——
1252,四川医科大学, 四川,http://college.gaokao.com/school/410/, 医药, 四川省教育厅, www.lzmc.edu.cn, 本科,——
1253,成都中医药大, 四川,http://college.gaokao.com/school/411/, 医药, 四川省教育厅, www.cdutcm.edu.cn, 本科,——
1254,川北医学院, 四川,http://college.gaokao.com/school/412/, 医药, 四川省教育厅, http://zs.gotonsmc.cn/, 本科,——
1255,四川师范大学, 四川,http://college.gaokao.com/school/413/, 师范, 四川省教育厅, www.sicnu.edu.cn, 本科,——
1256,绵阳师范学院, 四川,http://college.gaokao.com/school/414/, 师范, 四川省教育厅, www.mnu.cn, 本科,——
1257,内江师范学院, 四川,http://college.gaokao.com/school/415/, 师范, 四川省教育厅, www.njtc.edu.cn, 本科,——
1258,宜宾学院, 四川,http://college.gaokao.com/school/416/, 综合, 四川省教育厅, www.yibinu.cn, 本科,——
1259,重庆三峡学院, 重庆,http://college.gaokao.com/school/417/, 综合, 重庆市教育委员会, www.sanxiau.netwww.sanxiau.edu.cn, 本科,——
1260,四川文理学院, 四川,http://college.gaokao.com/school/418/, 综合, 四川省教育厅, zjc.sasu.cn, 本科,——
1261,长江师范学院, 重庆,http://college.gaokao.com/school/419/, 师范, 重庆市教育委员会, www.yznu.cn, 本科,——
1262,乐山师范学院, 四川,http://college.gaokao.com/school/420/, 师范, ——, www.lstc.edu.cn, 本科,——
1263,四川外国语大, 重庆,http://college.gaokao.com/school/421/, 语言, 重庆市教育委员会, www.sisu.edu.cn, 本科,——
1264,西南政法大学, 重庆,http://college.gaokao.com/school/422/, 政法, 重庆市教育委员会, http://www.swupl.edu.cn, 本科,——
1265,成都体育学院, 四川,http://college.gaokao.com/school/423/, 体育, 四川省教育厅, www.cdsu.edu.cn, 本科,——
1266,四川音乐学院, 四川,http://college.gaokao.com/school/424/, 艺术, 四川省教育厅, ——, 本科,——
1267,四川美术学院, 重庆,http://college.gaokao.com/school/425/, 艺术, 重庆市教育委员会, www.scfai.edu.cn, 本科,——
1268,贵州医科大学, 贵州,http://college.gaokao.com/school/426/, 医药, 贵州省教育厅, http://www.gmc.edu.cn/, 本科,——
1269,遵义医学院, 贵州,http://college.gaokao.com/school/427/, 医药, 贵州省教育厅, http://www.zmc.edu.cn/, 本科,——
1270,贵阳中医学院, 贵州,http://college.gaokao.com/school/428/, 医药, 贵州省教育厅, http://www.gyctcm.edu.cn/, 本科,——
1271,贵州师范大学, 贵州,http://college.gaokao.com/school/429/, 师范, 贵州省教育厅, http://www.gznu.edu.cn/, 本科,——
1272,遵义师范学院, 贵州,http://college.gaokao.com/school/430/, 师范, 贵州省教育厅, http://www.zync.edu.cn/, 本科,——
1273,黔南民族师范, 贵州,http://college.gaokao.com/school/431/, 师范, 贵州省教育厅, http://www.sgmtu.edu.cn/, 本科,——
1274,贵州财经学院, 贵州,http://college.gaokao.com/school/432/, 财经, 贵州省教育厅, http://www.gzife.edu.cn/, 本科,——
1275,贵州民族学院, 贵州,http://college.gaokao.com/school/433/, 民族, 贵州省教育厅, http://www.gznc.edu.cn/, 本科,——
1276,昆明理工大学, 云南,http://college.gaokao.com/school/434/, 工科, 云南省教育厅, http://www.kmust.edu.cn/, 本科,——
1277,云南农业大学, 云南,http://college.gaokao.com/school/435/, 农业, 云南省教育厅, http://www.ynau.edu.cn/, 本科,——
1278,西南林学院, 云南,http://college.gaokao.com/school/436/, 林业, ——, www.swfu.edu.cn, 本科,——
1279,昆明医学院, 云南,http://college.gaokao.com/school/437/, 医药, 云南省教育厅, http://www.kmmc.cn/, 本科,——
1280,大理大学, 云南,http://college.gaokao.com/school/438/, 综合, 云南省教育厅, http://www.dali.edu.cn/, 本科,——
1281,云南中医学院, 云南,http://college.gaokao.com/school/439/, 医药, 云南省教育厅, http://www.ynutcm.edu.cn/, 本科,——
1282,云南师范大学, 云南,http://college.gaokao.com/school/440/, 师范, 云南省教育厅, http://www.ynnu.edu.cn/, 本科,——
1283,曲靖师范学院, 云南,http://college.gaokao.com/school/441/, 师范, 云南省教育厅, http://www.qjnu.edu.cn/, 本科,——
1284,云南艺术学院, 云南,http://college.gaokao.com/school/442/, 艺术, 云南省教育厅, http://www.ynart.edu.cn/, 本科,——
1285,西藏民族学院, 西藏,http://college.gaokao.com/school/443/, 民族, 西藏自治区教育厅, http://www.xzmy.edu.cn/, 本科,——
1286,西藏藏医学院, 西藏,http://college.gaokao.com/school/444/, 医药, 西藏自治区教育厅, http://www.ttmc.edu.cn/, 本科,——
1287,西安理工大学, 陕西,http://college.gaokao.com/school/445/, 工科, 陕西省教育厅, http://www.xaut.edu.cn/, 本科,——
1288,西安工业大学, 陕西,http://college.gaokao.com/school/446/, 工科, 陕西省教育厅, http://www.xatu.cn/, 本科,——
1289,西安建筑科技, 陕西,http://college.gaokao.com/school/447/, 工科, 陕西省教育厅, http://www.xauat.edu.cn/, 本科,——
1290,陕西科技大学, 陕西,http://college.gaokao.com/school/448/, 工科, 陕西省教育厅, www.sust.cn, 本科,——
1291,西安工程大学, 陕西,http://college.gaokao.com/school/449/, 工科, 陕西省教育厅, http://www.xpu.edu.cn/, 本科,——
1292,陕西中医药大, 陕西,http://college.gaokao.com/school/450/, 医药, 陕西省教育厅, http://zs.sntcm.edu.cn/, 本科,——
1293,延安大学, 陕西,http://college.gaokao.com/school/451/, 综合, 陕西省教育厅, http://www.yau.edu.cn/, 本科,——
1294,咸阳师范学院, 陕西,http://college.gaokao.com/school/452/, 师范, 陕西省教育厅, http://www.xysfxy.cn/, 本科,——
1295,渭南师范学院, 陕西,http://college.gaokao.com/school/453/, 师范, 陕西省教育厅, http://www.wnu.edu.cn/, 本科,——
1296,西安外国语大, 陕西,http://college.gaokao.com/school/454/, 语言, 陕西省教育厅, http://www.xisu.edu.cn/, 本科,——
1297,西安体育学院, 陕西,http://college.gaokao.com/school/455/, 体育, 陕西省教育厅, http://www.xaipe.edu.cn/, 本科,——
1298,西安音乐学院, 陕西,http://college.gaokao.com/school/456/, 艺术, 陕西省教育厅, http://www.xacom.edu.cn/, 本科,——
1299,西安美术学院, 陕西,http://college.gaokao.com/school/457/, 艺术, 陕西省教育厅, http://www.xafa.com.cn/, 本科,——
1300,兰州理工大学, 甘肃,http://college.gaokao.com/school/458/, 工科, 甘肃省教育厅, http://www.gsut.edu.cn/, 本科,——
1301,甘肃农业大学, 甘肃,http://college.gaokao.com/school/459/, 农业, 甘肃省教育厅, http://www.gsau.edu.cn/, 本科,——
1302,甘肃中医学院, 甘肃,http://college.gaokao.com/school/460/, 医药, 甘肃省教育厅, http://www.gszy.edu.cn/, 本科,——
1303,西北师范大学, 甘肃,http://college.gaokao.com/school/461/, 师范, 甘肃省教育厅, http://www.nwnu.edu.cn/, 本科,——
1304,天水师范学院, 甘肃,http://college.gaokao.com/school/462/, 师范, 甘肃省教育厅, http://www.tsnc.edu.cn/, 本科,——
1305,河西学院, 甘肃,http://college.gaokao.com/school/463/, 综合, 甘肃省教育厅, http://www.hxu.edu.cn/, 本科,——
1306,兰州财经大学, 甘肃,http://college.gaokao.com/school/464/, 财经, 甘肃省教育厅, http://www.lzcc.edu.cn/, 本科,——
1307,青海师范大学, 青海,http://college.gaokao.com/school/465/, 师范, 青海省教育厅, http://www.qhnu.edu.cn/, 本科,——
1308,青海民族学院, 青海,http://college.gaokao.com/school/466/, 民族, ——, http://www.qhmu.edu.cn/, 本科,——
1309,宁夏医学院, 宁夏,http://college.gaokao.com/school/467/, 医药, ——, http://www.nxmu.edu.cn/, 本科,——
1310,塔里木大学, 新疆,http://college.gaokao.com/school/468/, 综合, 新疆生产建设兵团, http://www.taru.edu.cn/, 本科,——
1311,新疆农业大学, 新疆,http://college.gaokao.com/school/469/, 农业, ——, http://www.xjau.edu.cn/, 本科,——
1312,新疆师范大学, 新疆,http://college.gaokao.com/school/470/, 师范, 新疆维吾尔自治区教育厅, http://www.xjnu.edu.cn, 本科,——
1313,喀什大学, 新疆,http://college.gaokao.com/school/471/, 师范, 新疆维吾尔自治区教育厅, http://www.kstc.edu.cn/, 本科,——
1314,伊犁师范学院, 新疆,http://college.gaokao.com/school/472/, 师范, 新疆维吾尔自治区教育厅, http://www.ylsy.edu.cn/, 本科,——
1315,新疆艺术学院, 新疆,http://college.gaokao.com/school/474/, 艺术, 新疆维吾尔自治区教育厅, http://www.xjart.edu.cn/, 本科,——
1316,北京信息科技, 北京,http://college.gaokao.com/school/475/, 工科, ——, www.bistu.edu.cn, 本科,——
1317,天津城建大学, 天津,http://college.gaokao.com/school/476/, 工科, 天津市教育委员会, www.tjuci.edu.cn, 本科,——
1318,河北科技师范, 河北,http://college.gaokao.com/school/477/, 师范, 河北省教育厅, ——, 本科,——
1319,山西中医学院, 山西,http://college.gaokao.com/school/478/, 医药, 山西省教育厅, www.sxtcm.com, 本科,——
1320,呼伦贝尔学院, 内蒙古,http://college.gaokao.com/school/479/, 综合, 内蒙古自治区教育厅, www.hlbrc.cn, 本科,——
1321,上海工程技术, 上海,http://college.gaokao.com/school/480/, 工科, 上海市教育委员会, www.sues.edu.cn, 本科,——
1322,浙江万里学院, 浙江,http://college.gaokao.com/school/481/, 工科, 浙江省教育厅, www.zjwu.net, 本科,——
1323,安徽建筑大学, 安徽,http://college.gaokao.com/school/482/, 工科, 安徽省教育厅, www.aiai.edu.cn, 本科,——
1324,枣庄学院, 山东,http://college.gaokao.com/school/483/, 综合, 山东省教育厅, www.uzz.edu.cn, 本科,——
1325,山东工艺美术, 山东,http://college.gaokao.com/school/484/, 艺术, 山东省教育厅, www.sdada.edu.cn, 本科,——
1326,平顶山学院, 河南,http://college.gaokao.com/school/485/, 师范, 河南省教育厅, www.pdsu.edu.cn, 本科,——
1327,湖北科技学院, 湖北,http://college.gaokao.com/school/486/, 综合, 湖北省教育厅, http://www.hbust.com.cn, 本科,——
1328,郧阳医学院, 湖北,http://college.gaokao.com/school/487/, 医药, ——, www.yymc.edu.cn, 本科,——
1329,昌吉学院, 新疆,http://college.gaokao.com/school/488/, 师范, 新疆维吾尔自治区教育厅, http://www.cjc.edu.cn/, 本科,——
1330,沈阳大学, 辽宁,http://college.gaokao.com/school/489/, 综合, 辽宁省教育厅, http://zhaoshengjiuye.syu.edu.cn, 本科,——
1331,淮阴工学院, 江苏,http://college.gaokao.com/school/490/, 工科, 江苏省教育厅, www.hyit.edu.cn, 本科,——
1332,徐州工程学院, 江苏,http://college.gaokao.com/school/491/, 工科, 江苏省教育厅, www.xzit.edu.cn, 本科,——
1333,常州工学院, 江苏,http://college.gaokao.com/school/492/, 工科, 江苏省教育厅, www.czu.cn, 本科,——
1334,浙江科技学院, 浙江,http://college.gaokao.com/school/493/, 工科, 浙江省教育厅, www.zust.edu.cn, 本科,——
1335,宁波工程学院, 浙江,http://college.gaokao.com/school/494/, 工科, 浙江省教育厅, www.nbut.edu.cn, 本科,——
1336,合肥学院, 安徽,http://college.gaokao.com/school/495/, 工科, 安徽省教育厅, www.hfuu.edu.cn, 本科,——
1337,烟台大学, 山东,http://college.gaokao.com/school/496/, 综合, 山东省教育厅, www.ytu.edu.cn, 本科,——
1338,洛阳理工学院, 河南,http://college.gaokao.com/school/499/, 综合, 河南省教育厅, http://www.lit.edu.cn/, 本科,——
1339,新乡学院, 河南,http://college.gaokao.com/school/500/, 综合, 河南省教育厅, http://www.xxu.edu.cn, 本科,——
1340,江汉大学, 湖北,http://college.gaokao.com/school/501/, 综合, 湖北省教育厅, www.jhun.edu.cn, 本科,——
1341,广州大学, 广东,http://college.gaokao.com/school/503/, 综合, 广东省教育厅, www.gzhu.edu.cn, 本科,——
1342,华北科技学院, 北京,http://college.gaokao.com/school/505/, 工科, 国家安全生产监督管理局, www.ncist.edu.cn, 本科,——
1343,中国人民武装, 河北,http://college.gaokao.com/school/506/, 政法, 公安部, www.wjxy.edu.cn, 本科,——
1344,广东警官学院, 广东,http://college.gaokao.com/school/507/, 政法, 广东省教育厅, www.gdppla.edu.cn, 本科,——
1345,扬州大学, 江苏,http://college.gaokao.com/school/508/, 综合, 江苏省教育厅, www.yzu.edu.cn, 本科,——
1346,齐齐哈尔医学, 黑龙江,http://college.gaokao.com/school/509/, 医药, 黑龙江省教育厅, http://www.qqhrmu.cn, 本科,——
1347,河北体育学院, 河北,http://college.gaokao.com/school/511/, 体育, 河北省教育厅, www.hepec.edu.cn, 本科,——
1348,大连民族大学, 辽宁,http://college.gaokao.com/school/512/, 民族, 国家民族事务委员会, www.dlnu.edu.cn, 本科,——
1349,大连大学, 辽宁,http://college.gaokao.com/school/513/, 综合, 辽宁省教育厅, www.dlu.edu.cn, 本科,——
1350,南京审计学院, 江苏,http://college.gaokao.com/school/514/, 财经, 江苏省教育厅, www.nau.edu.cn, 本科,——
1351,昆明理工大学, 云南,http://college.gaokao.com/school/434/, 工科, 云南省教育厅, http://www.kmust.edu.cn/, 本科,——
1352,云南农业大学, 云南,http://college.gaokao.com/school/435/, 农业, 云南省教育厅, http://www.ynau.edu.cn/, 本科,——
1353,西南林学院, 云南,http://college.gaokao.com/school/436/, 林业, ——, www.swfu.edu.cn, 本科,——
1354,昆明医学院, 云南,http://college.gaokao.com/school/437/, 医药, 云南省教育厅, http://www.kmmc.cn/, 本科,——
1355,大理大学, 云南,http://college.gaokao.com/school/438/, 综合, 云南省教育厅, http://www.dali.edu.cn/, 本科,——
1356,云南中医学院, 云南,http://college.gaokao.com/school/439/, 医药, 云南省教育厅, http://www.ynutcm.edu.cn/, 本科,——
1357,云南师范大学, 云南,http://college.gaokao.com/school/440/, 师范, 云南省教育厅, http://www.ynnu.edu.cn/, 本科,——
1358,曲靖师范学院, 云南,http://college.gaokao.com/school/441/, 师范, 云南省教育厅, http://www.qjnu.edu.cn/, 本科,——
1359,云南艺术学院, 云南,http://college.gaokao.com/school/442/, 艺术, 云南省教育厅, http://www.ynart.edu.cn/, 本科,——
1360,西藏民族学院, 西藏,http://college.gaokao.com/school/443/, 民族, 西藏自治区教育厅, http://www.xzmy.edu.cn/, 本科,——
1361,西藏藏医学院, 西藏,http://college.gaokao.com/school/444/, 医药, 西藏自治区教育厅, http://www.ttmc.edu.cn/, 本科,——
1362,西安理工大学, 陕西,http://college.gaokao.com/school/445/, 工科, 陕西省教育厅, http://www.xaut.edu.cn/, 本科,——
1363,西安工业大学, 陕西,http://college.gaokao.com/school/446/, 工科, 陕西省教育厅, http://www.xatu.cn/, 本科,——
1364,西安建筑科技, 陕西,http://college.gaokao.com/school/447/, 工科, 陕西省教育厅, http://www.xauat.edu.cn/, 本科,——
1365,陕西科技大学, 陕西,http://college.gaokao.com/school/448/, 工科, 陕西省教育厅, www.sust.cn, 本科,——
1366,西安工程大学, 陕西,http://college.gaokao.com/school/449/, 工科, 陕西省教育厅, http://www.xpu.edu.cn/, 本科,——
1367,陕西中医药大, 陕西,http://college.gaokao.com/school/450/, 医药, 陕西省教育厅, http://zs.sntcm.edu.cn/, 本科,——
1368,延安大学, 陕西,http://college.gaokao.com/school/451/, 综合, 陕西省教育厅, http://www.yau.edu.cn/, 本科,——
1369,咸阳师范学院, 陕西,http://college.gaokao.com/school/452/, 师范, 陕西省教育厅, http://www.xysfxy.cn/, 本科,——
1370,渭南师范学院, 陕西,http://college.gaokao.com/school/453/, 师范, 陕西省教育厅, http://www.wnu.edu.cn/, 本科,——
1371,西安外国语大, 陕西,http://college.gaokao.com/school/454/, 语言, 陕西省教育厅, http://www.xisu.edu.cn/, 本科,——
1372,西安体育学院, 陕西,http://college.gaokao.com/school/455/, 体育, 陕西省教育厅, http://www.xaipe.edu.cn/, 本科,——
1373,西安音乐学院, 陕西,http://college.gaokao.com/school/456/, 艺术, 陕西省教育厅, http://www.xacom.edu.cn/, 本科,——
1374,西安美术学院, 陕西,http://college.gaokao.com/school/457/, 艺术, 陕西省教育厅, http://www.xafa.com.cn/, 本科,——
1375,兰州理工大学, 甘肃,http://college.gaokao.com/school/458/, 工科, 甘肃省教育厅, http://www.gsut.edu.cn/, 本科,——
1376,甘肃农业大学, 甘肃,http://college.gaokao.com/school/459/, 农业, 甘肃省教育厅, http://www.gsau.edu.cn/, 本科,——
1377,甘肃中医学院, 甘肃,http://college.gaokao.com/school/460/, 医药, 甘肃省教育厅, http://www.gszy.edu.cn/, 本科,——
1378,西北师范大学, 甘肃,http://college.gaokao.com/school/461/, 师范, 甘肃省教育厅, http://www.nwnu.edu.cn/, 本科,——
1379,天水师范学院, 甘肃,http://college.gaokao.com/school/462/, 师范, 甘肃省教育厅, http://www.tsnc.edu.cn/, 本科,——
1380,河西学院, 甘肃,http://college.gaokao.com/school/463/, 综合, 甘肃省教育厅, http://www.hxu.edu.cn/, 本科,——
1381,兰州财经大学, 甘肃,http://college.gaokao.com/school/464/, 财经, 甘肃省教育厅, http://www.lzcc.edu.cn/, 本科,——
1382,青海师范大学, 青海,http://college.gaokao.com/school/465/, 师范, 青海省教育厅, http://www.qhnu.edu.cn/, 本科,——
1383,青海民族学院, 青海,http://college.gaokao.com/school/466/, 民族, ——, http://www.qhmu.edu.cn/, 本科,——
1384,宁夏医学院, 宁夏,http://college.gaokao.com/school/467/, 医药, ——, http://www.nxmu.edu.cn/, 本科,——
1385,塔里木大学, 新疆,http://college.gaokao.com/school/468/, 综合, 新疆生产建设兵团, http://www.taru.edu.cn/, 本科,——
1386,新疆农业大学, 新疆,http://college.gaokao.com/school/469/, 农业, ——, http://www.xjau.edu.cn/, 本科,——
1387,新疆师范大学, 新疆,http://college.gaokao.com/school/470/, 师范, 新疆维吾尔自治区教育厅, http://www.xjnu.edu.cn, 本科,——
1388,喀什大学, 新疆,http://college.gaokao.com/school/471/, 师范, 新疆维吾尔自治区教育厅, http://www.kstc.edu.cn/, 本科,——
1389,伊犁师范学院, 新疆,http://college.gaokao.com/school/472/, 师范, 新疆维吾尔自治区教育厅, http://www.ylsy.edu.cn/, 本科,——
1390,新疆艺术学院, 新疆,http://college.gaokao.com/school/474/, 艺术, 新疆维吾尔自治区教育厅, http://www.xjart.edu.cn/, 本科,——
1391,北京信息科技, 北京,http://college.gaokao.com/school/475/, 工科, ——, www.bistu.edu.cn, 本科,——
1392,天津城建大学, 天津,http://college.gaokao.com/school/476/, 工科, 天津市教育委员会, www.tjuci.edu.cn, 本科,——
1393,河北科技师范, 河北,http://college.gaokao.com/school/477/, 师范, 河北省教育厅, ——, 本科,——
1394,山西中医学院, 山西,http://college.gaokao.com/school/478/, 医药, 山西省教育厅, www.sxtcm.com, 本科,——
1395,呼伦贝尔学院, 内蒙古,http://college.gaokao.com/school/479/, 综合, 内蒙古自治区教育厅, www.hlbrc.cn, 本科,——
1396,上海工程技术, 上海,http://college.gaokao.com/school/480/, 工科, 上海市教育委员会, www.sues.edu.cn, 本科,——
1397,浙江万里学院, 浙江,http://college.gaokao.com/school/481/, 工科, 浙江省教育厅, www.zjwu.net, 本科,——
1398,安徽建筑大学, 安徽,http://college.gaokao.com/school/482/, 工科, 安徽省教育厅, www.aiai.edu.cn, 本科,——
1399,枣庄学院, 山东,http://college.gaokao.com/school/483/, 综合, 山东省教育厅, www.uzz.edu.cn, 本科,——
1400,山东工艺美术, 山东,http://college.gaokao.com/school/484/, 艺术, 山东省教育厅, www.sdada.edu.cn, 本科,——
1401,平顶山学院, 河南,http://college.gaokao.com/school/485/, 师范, 河南省教育厅, www.pdsu.edu.cn, 本科,——
1402,湖北科技学院, 湖北,http://college.gaokao.com/school/486/, 综合, 湖北省教育厅, http://www.hbust.com.cn, 本科,——
1403,郧阳医学院, 湖北,http://college.gaokao.com/school/487/, 医药, ——, www.yymc.edu.cn, 本科,——
1404,昌吉学院, 新疆,http://college.gaokao.com/school/488/, 师范, 新疆维吾尔自治区教育厅, http://www.cjc.edu.cn/, 本科,——
1405,沈阳大学, 辽宁,http://college.gaokao.com/school/489/, 综合, 辽宁省教育厅, http://zhaoshengjiuye.syu.edu.cn, 本科,——
1406,淮阴工学院, 江苏,http://college.gaokao.com/school/490/, 工科, 江苏省教育厅, www.hyit.edu.cn, 本科,——
1407,徐州工程学院, 江苏,http://college.gaokao.com/school/491/, 工科, 江苏省教育厅, www.xzit.edu.cn, 本科,——
1408,常州工学院, 江苏,http://college.gaokao.com/school/492/, 工科, 江苏省教育厅, www.czu.cn, 本科,——
1409,浙江科技学院, 浙江,http://college.gaokao.com/school/493/, 工科, 浙江省教育厅, www.zust.edu.cn, 本科,——
1410,宁波工程学院, 浙江,http://college.gaokao.com/school/494/, 工科, 浙江省教育厅, www.nbut.edu.cn, 本科,——
1411,合肥学院, 安徽,http://college.gaokao.com/school/495/, 工科, 安徽省教育厅, www.hfuu.edu.cn, 本科,——
1412,烟台大学, 山东,http://college.gaokao.com/school/496/, 综合, 山东省教育厅, www.ytu.edu.cn, 本科,——
1413,洛阳理工学院, 河南,http://college.gaokao.com/school/499/, 综合, 河南省教育厅, http://www.lit.edu.cn/, 本科,——
1414,新乡学院, 河南,http://college.gaokao.com/school/500/, 综合, 河南省教育厅, http://www.xxu.edu.cn, 本科,——
1415,江汉大学, 湖北,http://college.gaokao.com/school/501/, 综合, 湖北省教育厅, www.jhun.edu.cn, 本科,——
1416,广州大学, 广东,http://college.gaokao.com/school/503/, 综合, 广东省教育厅, www.gzhu.edu.cn, 本科,——
1417,华北科技学院, 北京,http://college.gaokao.com/school/505/, 工科, 国家安全生产监督管理局, www.ncist.edu.cn, 本科,——
1418,中国人民武装, 河北,http://college.gaokao.com/school/506/, 政法, 公安部, www.wjxy.edu.cn, 本科,——
1419,广东警官学院, 广东,http://college.gaokao.com/school/507/, 政法, 广东省教育厅, www.gdppla.edu.cn, 本科,——
1420,扬州大学, 江苏,http://college.gaokao.com/school/508/, 综合, 江苏省教育厅, www.yzu.edu.cn, 本科,——
1421,齐齐哈尔医学, 黑龙江,http://college.gaokao.com/school/509/, 医药, 黑龙江省教育厅, http://www.qqhrmu.cn, 本科,——
1422,河北体育学院, 河北,http://college.gaokao.com/school/511/, 体育, 河北省教育厅, www.hepec.edu.cn, 本科,——
1423,大连民族大学, 辽宁,http://college.gaokao.com/school/512/, 民族, 国家民族事务委员会, www.dlnu.edu.cn, 本科,——
1424,大连大学, 辽宁,http://college.gaokao.com/school/513/, 综合, 辽宁省教育厅, www.dlu.edu.cn, 本科,——
1425,南京审计学院, 江苏,http://college.gaokao.com/school/514/, 财经, 江苏省教育厅, www.nau.edu.cn, 本科,——
1426,甘肃农业大学, 甘肃,http://college.gaokao.com/school/459/, 农业, 甘肃省教育厅, http://www.gsau.edu.cn/, 本科,——
1427,甘肃中医学院, 甘肃,http://college.gaokao.com/school/460/, 医药, 甘肃省教育厅, http://www.gszy.edu.cn/, 本科,——
1428,西北师范大学, 甘肃,http://college.gaokao.com/school/461/, 师范, 甘肃省教育厅, http://www.nwnu.edu.cn/, 本科,——
1429,天水师范学院, 甘肃,http://college.gaokao.com/school/462/, 师范, 甘肃省教育厅, http://www.tsnc.edu.cn/, 本科,——
1430,河西学院, 甘肃,http://college.gaokao.com/school/463/, 综合, 甘肃省教育厅, http://www.hxu.edu.cn/, 本科,——
1431,兰州财经大学, 甘肃,http://college.gaokao.com/school/464/, 财经, 甘肃省教育厅, http://www.lzcc.edu.cn/, 本科,——
1432,青海师范大学, 青海,http://college.gaokao.com/school/465/, 师范, 青海省教育厅, http://www.qhnu.edu.cn/, 本科,——
1433,青海民族学院, 青海,http://college.gaokao.com/school/466/, 民族, ——, http://www.qhmu.edu.cn/, 本科,——
1434,宁夏医学院, 宁夏,http://college.gaokao.com/school/467/, 医药, ——, http://www.nxmu.edu.cn/, 本科,——
1435,塔里木大学, 新疆,http://college.gaokao.com/school/468/, 综合, 新疆生产建设兵团, http://www.taru.edu.cn/, 本科,——
1436,新疆农业大学, 新疆,http://college.gaokao.com/school/469/, 农业, ——, http://www.xjau.edu.cn/, 本科,——
1437,新疆师范大学, 新疆,http://college.gaokao.com/school/470/, 师范, 新疆维吾尔自治区教育厅, http://www.xjnu.edu.cn, 本科,——
1438,喀什大学, 新疆,http://college.gaokao.com/school/471/, 师范, 新疆维吾尔自治区教育厅, http://www.kstc.edu.cn/, 本科,——
1439,伊犁师范学院, 新疆,http://college.gaokao.com/school/472/, 师范, 新疆维吾尔自治区教育厅, http://www.ylsy.edu.cn/, 本科,——
1440,新疆艺术学院, 新疆,http://college.gaokao.com/school/474/, 艺术, 新疆维吾尔自治区教育厅, http://www.xjart.edu.cn/, 本科,——
1441,北京信息科技, 北京,http://college.gaokao.com/school/475/, 工科, ——, www.bistu.edu.cn, 本科,——
1442,天津城建大学, 天津,http://college.gaokao.com/school/476/, 工科, 天津市教育委员会, www.tjuci.edu.cn, 本科,——
1443,河北科技师范, 河北,http://college.gaokao.com/school/477/, 师范, 河北省教育厅, ——, 本科,——
1444,山西中医学院, 山西,http://college.gaokao.com/school/478/, 医药, 山西省教育厅, www.sxtcm.com, 本科,——
1445,呼伦贝尔学院, 内蒙古,http://college.gaokao.com/school/479/, 综合, 内蒙古自治区教育厅, www.hlbrc.cn, 本科,——
1446,上海工程技术, 上海,http://college.gaokao.com/school/480/, 工科, 上海市教育委员会, www.sues.edu.cn, 本科,——
1447,浙江万里学院, 浙江,http://college.gaokao.com/school/481/, 工科, 浙江省教育厅, www.zjwu.net, 本科,——
1448,安徽建筑大学, 安徽,http://college.gaokao.com/school/482/, 工科, 安徽省教育厅, www.aiai.edu.cn, 本科,——
1449,枣庄学院, 山东,http://college.gaokao.com/school/483/, 综合, 山东省教育厅, www.uzz.edu.cn, 本科,——
1450,山东工艺美术, 山东,http://college.gaokao.com/school/484/, 艺术, 山东省教育厅, www.sdada.edu.cn, 本科,——
1451,平顶山学院, 河南,http://college.gaokao.com/school/485/, 师范, 河南省教育厅, www.pdsu.edu.cn, 本科,——
1452,湖北科技学院, 湖北,http://college.gaokao.com/school/486/, 综合, 湖北省教育厅, http://www.hbust.com.cn, 本科,——
1453,郧阳医学院, 湖北,http://college.gaokao.com/school/487/, 医药, ——, www.yymc.edu.cn, 本科,——
1454,昌吉学院, 新疆,http://college.gaokao.com/school/488/, 师范, 新疆维吾尔自治区教育厅, http://www.cjc.edu.cn/, 本科,——
1455,沈阳大学, 辽宁,http://college.gaokao.com/school/489/, 综合, 辽宁省教育厅, http://zhaoshengjiuye.syu.edu.cn, 本科,——
1456,淮阴工学院, 江苏,http://college.gaokao.com/school/490/, 工科, 江苏省教育厅, www.hyit.edu.cn, 本科,——
1457,徐州工程学院, 江苏,http://college.gaokao.com/school/491/, 工科, 江苏省教育厅, www.xzit.edu.cn, 本科,——
1458,常州工学院, 江苏,http://college.gaokao.com/school/492/, 工科, 江苏省教育厅, www.czu.cn, 本科,——
1459,浙江科技学院, 浙江,http://college.gaokao.com/school/493/, 工科, 浙江省教育厅, www.zust.edu.cn, 本科,——
1460,宁波工程学院, 浙江,http://college.gaokao.com/school/494/, 工科, 浙江省教育厅, www.nbut.edu.cn, 本科,——
1461,合肥学院, 安徽,http://college.gaokao.com/school/495/, 工科, 安徽省教育厅, www.hfuu.edu.cn, 本科,——
