,sname,location,url,type,membership,website,nature,feature
383,首都体育学院, 北京,http://college.gaokao.com/school/134/, 体育, 北京市教育委员会, www.cipe.edu.cn, 本科,——
384,北京第二外国, 北京,http://college.gaokao.com/school/135/, 语言, 北京市教育委员会, www.bisu.edu.cn, 本科,——
385,北京语言大学, 北京,http://college.gaokao.com/school/136/, 语言, 教育部, www.blcu.edu.cn, 本科,——
386,北京物资学院, 北京,http://college.gaokao.com/school/137/, 财经, 北京市教育委员会, http://www.bwu.edu.cn, 本科,——
387,外交学院, 北京,http://college.gaokao.com/school/138/, 语言, 外交部, www.cfau.edu.cn, 本科,——
388,中国人民公安, 北京,http://college.gaokao.com/school/139/, 政法, 公安部, www.ppsuc.edu.cn, 本科,——
389,国际关系学院, 北京,http://college.gaokao.com/school/140/, 政法, 教育部, http://www.uir.cn, 本科,——
390,中国音乐学院, 北京,http://college.gaokao.com/school/141/, 艺术, 北京市教育委员会, www.ccmusic.edu.cn, 本科,——
391,中央美术学院, 北京,http://college.gaokao.com/school/142/, 艺术, 教育部, www.cafa.edu.cn, 本科,——
392,中央戏剧学院, 北京,http://college.gaokao.com/school/143/, 艺术, 教育部, www.zhongxi.cn, 本科,——
393,中国戏曲学院, 北京,http://college.gaokao.com/school/144/, 艺术, 北京市教育委员会, www.nacta.edu.cn, 本科,——
394,北京电影学院, 北京,http://college.gaokao.com/school/145/, 艺术, 北京市教育委员会, http://www.bfa.edu.cn, 本科,——
395,北京舞蹈学院, 北京,http://college.gaokao.com/school/146/, 艺术, 北京市教育委员会, www.bda.edu.cn, 本科,——
396,天津科技大学, 天津,http://college.gaokao.com/school/147/, 工科, 天津市教育委员会, www.tust.edu.cn, 本科,——
397,天津工业大学, 天津,http://college.gaokao.com/school/148/, 工科, 天津市教育委员会, www.tjpu.edu.cn, 本科,——
398,中国民航大学, 天津,http://college.gaokao.com/school/149/, 工科, 中国民用航空总局, www.cauc.edu.cn, 本科,——
399,天津理工大学, 天津,http://college.gaokao.com/school/150/, 工科, 天津市教育委员会, http://www.tjut.edu.cn/, 本科,——
400,天津农学院, 天津,http://college.gaokao.com/school/151/, 农业, 天津市教育委员会, www.tjau.edu.cn, 本科,——
401,天津中医药大, 天津,http://college.gaokao.com/school/152/, 医药, 天津市教育委员会, www.tjutcm.edu.cn, 本科,——
402,天津师范大学, 天津,http://college.gaokao.com/school/153/, 师范, 天津市教育委员会, www.tjnu.edu.cn, 本科,——
403,天津外国语学, 天津,http://college.gaokao.com/school/154/, 语言, ——, http://zsb.tjfsu.edu.cn, 本科,——
404,天津商业大学, 天津,http://college.gaokao.com/school/155/, 财经, 天津市教育委员会, http://zs.tjcu.edu.cn, 本科,——
405,天津体育学院, 天津,http://college.gaokao.com/school/156/, 体育, 天津市教育委员会, www.tjipe.edu.cn, 本科,——
406,天津音乐学院, 天津,http://college.gaokao.com/school/157/, 艺术, 天津市教育委员会, www.tjcm.edu.cn, 本科,——
407,天津美术学院, 天津,http://college.gaokao.com/school/158/, 艺术, 天津市教育委员会, www.tjarts.edu.cn, 本科,——
408,河北大学, 河北,http://college.gaokao.com/school/159/, 综合, 河北省教育厅, www.hbu.edu.cn, 本科,——
409,石家庄经济学, 河北,http://college.gaokao.com/school/160/, 财经, 河北省教育厅, www.sjzue.edu.cn, 本科,——
410,河北科技大学, 河北,http://college.gaokao.com/school/161/, 工科, 河北省教育厅, www.hebust.edu.cn, 本科,——
411,河北建筑工程, 河北,http://college.gaokao.com/school/162/, 工科, 河北省教育厅, www.hebiace.edu.cn, 本科,——
412,华北煤炭医学, 河北,http://college.gaokao.com/school/163/, 医药, ——, www.heuu.edu.cn, 本科,——
413,承德医学院, 河北,http://college.gaokao.com/school/164/, 医药, 河北省教育厅, http://www.cdmc.edu.cn, 本科,——
414,河北师范大学, 河北,http://college.gaokao.com/school/165/, 师范, 河北省教育厅, www.hebtu.edu.cn, 本科,——
415,唐山师范学院, 河北,http://college.gaokao.com/school/166/, 师范, 河北省教育厅, www.tstc.edu.cn, 本科,——
416,廊坊师范学院, 河北,http://college.gaokao.com/school/167/, 师范, 河北省教育厅, http://www.lfsfxy.edu.cn, 本科,——
417,邢台学院, 河北,http://college.gaokao.com/school/168/, 师范, 河北省教育厅, ——, 本科,——
418,石家庄铁道学, 河北,http://college.gaokao.com/school/169/, 工科, ——, www.hsvtc.cn, 本科,——
419,山西大学, 山西,http://college.gaokao.com/school/170/, 综合, 山西省教育厅, www.sxu.edu.cn, 本科,——
420,山西农业大学, 山西,http://college.gaokao.com/school/171/, 农业, 山西省教育厅, www.sxau.edu.cn, 本科,——
421,山西医科大学, 山西,http://college.gaokao.com/school/172/, 医药, 山西省教育厅, www.sxmu.edu.cn, 本科,——
422,长治医学院, 山西,http://college.gaokao.com/school/173/, 医药, 山西省教育厅, www.czmc.com, 本科,——
423,山西师范大学, 山西,http://college.gaokao.com/school/174/, 师范, 山西省教育厅, www.sxnu.edu.cn, 本科,——
424,太原师范学院, 山西,http://college.gaokao.com/school/175/, 师范, 山西省教育厅, www.tynu.edu.cn, 本科,——
425,晋中学院, 山西,http://college.gaokao.com/school/176/, 师范, 山西省教育厅, www.sxjztc.edu.cn, 本科,——
426,运城学院, 山西,http://college.gaokao.com/school/177/, 师范, 山西省教育厅, www.ycu.edu.cn, 本科,——
427,忻州师范学院, 山西,http://college.gaokao.com/school/178/, 师范, 山西省教育厅, www.xztc.edu.cn, 本科,——
428,山西财经大学, 山西,http://college.gaokao.com/school/179/, 财经, 山西省教育厅, http://www.sxufe.edu.cn, 本科,——
429,内蒙古工业大, 内蒙古,http://college.gaokao.com/school/180/, 工科, 内蒙古自治区教育厅, www.imut.edu.cn, 本科,——
430,内蒙古医科大, 内蒙古,http://college.gaokao.com/school/181/, 医药, 内蒙古自治区教育厅, www.immu.edu.cn, 本科,——
431,内蒙古师范大, 内蒙古,http://college.gaokao.com/school/183/, 师范, 内蒙古自治区教育厅, www.imnu.edu.cn, 本科,——
432,内蒙古财经学, 内蒙古,http://college.gaokao.com/school/184/, 财经, 内蒙古自治区教育厅, www.imfec.edu.cn, 本科,——
433,沈阳工业大学, 辽宁,http://college.gaokao.com/school/185/, 工科, 辽宁省教育厅, www.sut.edu.cn, 本科,——
434,沈阳航空工业, 辽宁,http://college.gaokao.com/school/186/, 工科, ——, http://www.sau.edu.cn, 本科,——
435,辽宁科技大学, 辽宁,http://college.gaokao.com/school/187/, 工科, 辽宁省教育厅, www.ustl.edu.cn, 本科,——
436,辽宁工程技术, 辽宁,http://college.gaokao.com/school/188/, 工科, 辽宁省教育厅, www.lntu.edu.cn, 本科,——
437,辽宁石油化工, 辽宁,http://college.gaokao.com/school/189/, 工科, 辽宁省教育厅, www.lnpu.edu.cn, 本科,——
438,沈阳化工学院, 辽宁,http://college.gaokao.com/school/190/, 工科, ——, www.syuct.edu.cn, 本科,——
439,大连工业大学, 辽宁,http://college.gaokao.com/school/191/, 工科, 辽宁省教育厅, www.dlpu.edu.cn, 本科,——
440,辽宁工业大学, 辽宁,http://college.gaokao.com/school/192/, 工科, 辽宁省教育厅, http://www.lnut.edu.cn/, 本科,——
441,沈阳农业大学, 辽宁,http://college.gaokao.com/school/193/, 农业, 辽宁省教育厅, http://www.syau.edu.cn, 本科,——
442,大连水产学院, 辽宁,http://college.gaokao.com/school/194/, 农业, ——, http://www.dlou.edu.cn, 本科,——
443,中国医科大学, 辽宁,http://college.gaokao.com/school/195/, 医药, 辽宁省教育厅, www.cmu.edu.cn, 本科,——
444,辽宁医学院, 辽宁,http://college.gaokao.com/school/196/, 医药, 辽宁省教育厅, www.jzmu.edu.cn, 本科,——
445,大连医科大学, 辽宁,http://college.gaokao.com/school/197/, 医药, 辽宁省教育厅, www.dlmedu.edu.cn, 本科,——
446,辽宁中医药大, 辽宁,http://college.gaokao.com/school/198/, 医药, 辽宁省教育厅, www.lnutcm.edu.cn, 本科,——
447,沈阳药科大学, 辽宁,http://college.gaokao.com/school/199/, 医药, 辽宁省教育厅, www.syphu.edu.cn, 本科,——
448,沈阳医学院, 辽宁,http://college.gaokao.com/school/200/, 医药, 辽宁省教育厅, www.symc.edu.cn, 本科,——
449,辽宁师范大学, 辽宁,http://college.gaokao.com/school/201/, 师范, 辽宁省教育厅, www.lnnu.edu.cn, 本科,——
450,沈阳师范大学, 辽宁,http://college.gaokao.com/school/202/, 师范, 辽宁省教育厅, www.synu.edu.cn, 本科,——
451,鞍山师范学院, 辽宁,http://college.gaokao.com/school/203/, 师范, 辽宁省教育厅, www.asnc.edu.cn, 本科,——
452,大连外国语大, 辽宁,http://college.gaokao.com/school/204/, 语言, 辽宁省教育厅, www.dlufl.edu.cn, 本科,——
453,东北财经大学, 辽宁,http://college.gaokao.com/school/205/, 财经, 辽宁省教育厅, http://www.dufe.edu.cn, 本科,——
454,中国刑事警察, 辽宁,http://college.gaokao.com/school/206/, 政法, 公安部, www.ccpc.edu.cn, 本科,——
455,沈阳体育学院, 辽宁,http://college.gaokao.com/school/207/, 体育, 辽宁省教育厅, www.syty.edu.cn, 本科,——
456,沈阳音乐学院, 辽宁,http://college.gaokao.com/school/208/, 艺术, 辽宁省教育厅, www.sycm.com.cn, 本科,——
457,鲁迅美术学院, 辽宁,http://college.gaokao.com/school/209/, 艺术, 辽宁省教育厅, www.lumei.edu.cn, 本科,——
458,长春理工大学, 吉林,http://college.gaokao.com/school/210/, 工科, 吉林省教育厅, www.cust.edu.cn, 本科,——
459,东北电力大学, 吉林,http://college.gaokao.com/school/211/, 工科, 吉林省教育厅, http://www.nedu.edu.cn/, 本科,——
460,长春工业大学, 吉林,http://college.gaokao.com/school/212/, 工科, 吉林省教育厅, http://www.ccut.edu.cn, 本科,——
461,吉林建筑大学, 吉林,http://college.gaokao.com/school/213/, 工科, 吉林省教育厅, http://www.jlju.edu.cn, 本科,——
462,吉林化工学院, 吉林,http://college.gaokao.com/school/214/, 工科, 吉林省教育厅, www.jlict.edu.cn, 本科,——
463,吉林农业大学, 吉林,http://college.gaokao.com/school/215/, 农业, 吉林省教育厅, http://www.jlau.edu.cn, 本科,——
464,通化师范学院, 吉林,http://college.gaokao.com/school/216/, 师范, 吉林省教育厅, www.thnu.edu.cn, 本科,——
465,吉林师范大学, 吉林,http://college.gaokao.com/school/217/, 师范, 吉林省教育厅, http://www.jlnu.edu.cn, 本科,——
466,吉林工程技术, 吉林,http://college.gaokao.com/school/218/, 师范, 吉林省教育厅, www.jltiet.net, 本科,——
467,长春师范大学, 吉林,http://college.gaokao.com/school/219/, 师范, 吉林省教育厅, www.cncnc.edu.cn, 本科,——
468,白城师范学院, 吉林,http://college.gaokao.com/school/220/, 师范, 吉林省教育厅, www.bcsfxy.com, 本科,——
469,长春税务学院, 吉林,http://college.gaokao.com/school/221/, 财经, ——, http://www.jlufe.edu.cn, 本科,——
470,吉林体育学院, 吉林,http://college.gaokao.com/school/222/, 体育, 吉林省教育厅, www.jlty.com.cn, 本科,——
471,吉林艺术学院, 吉林,http://college.gaokao.com/school/223/, 艺术, 吉林省教育厅, www.jlart.edu.cn, 本科,——
472,黑龙江大学, 黑龙江,http://college.gaokao.com/school/224/, 综合, 黑龙江省教育厅, www.hlju.edu.cn, 本科,——
473,燕山大学, 河北,http://college.gaokao.com/school/225/, 工科, 河北省教育厅, ——, 本科,——
474,黑龙江科技大, 黑龙江,http://college.gaokao.com/school/226/, 工科, 黑龙江省教育厅, http://www.usth.edu.cn, 本科,——
475,大庆石油学院, 黑龙江,http://college.gaokao.com/school/227/, 工科, ——, www.dqpi.edu.cn, 本科,——
476,齐齐哈尔大学, 黑龙江,http://college.gaokao.com/school/228/, 综合, 黑龙江省教育厅, www.qqhru.edu.cn, 本科,——
477,黑龙江八一农, 黑龙江,http://college.gaokao.com/school/229/, 农业, 黑龙江省教育厅, http://www.hlau.cn, 本科,——
478,黑龙江中医药, 黑龙江,http://college.gaokao.com/school/230/, 医药, 黑龙江省教育厅, www.hljucm.net, 本科,——
479,牡丹江医学院, 黑龙江,http://college.gaokao.com/school/231/, 医药, 黑龙江省教育厅, ——, 本科,——
480,哈尔滨师范大, 黑龙江,http://college.gaokao.com/school/232/, 师范, 黑龙江省教育厅, www.hrbnu.edu.cn, 本科,——
481,牡丹江师范学, 黑龙江,http://college.gaokao.com/school/233/, 师范, 黑龙江省教育厅, www.mdjnu.cn, 本科,——
482,绥化学院, 黑龙江,http://college.gaokao.com/school/234/, 综合, 黑龙江省教育厅, www.shxy.net, 本科,——
483,哈尔滨商业大, 黑龙江,http://college.gaokao.com/school/235/, 财经, 黑龙江省教育厅, www.hrbcu.edu.cn, 本科,——
484,哈尔滨体育学, 黑龙江,http://college.gaokao.com/school/236/, 体育, 黑龙江省教育厅, www.hrbipe.edu.cn, 本科,——
485,上海理工大学, 上海,http://college.gaokao.com/school/237/, 工科, 上海市教育委员会, http://www.usst.edu.cn, 本科,——
486,上海电力学院, 上海,http://college.gaokao.com/school/238/, 工科, 上海市教育委员会, www.shiep.edu.cn, 本科,——
487,上海师范大学, 上海,http://college.gaokao.com/school/240/, 师范, 上海市教育委员会, www.shnu.edu.cn, 本科,——
488,上海对外经贸, 上海,http://college.gaokao.com/school/241/, 财经, 上海市教育委员会, www.shift.edu.cn, 本科,——
489,华东政法大学, 上海,http://college.gaokao.com/school/242/, 政法, 上海市教育委员会, www.ecupl.edu.cn, 本科,——
490,上海体育学院, 上海,http://college.gaokao.com/school/243/, 体育, 上海市教育委员会, http://www.sus.edu.cn, 本科,——
491,上海音乐学院, 上海,http://college.gaokao.com/school/244/, 艺术, 上海市教育委员会, www.shcmusic.edu.cn, 本科,——
492,上海戏剧学院, 上海,http://college.gaokao.com/school/245/, 艺术, 上海市教育委员会, www.sta.edu.cn, 本科,——
493,南京工业大学, 江苏,http://college.gaokao.com/school/246/, 工科, 江苏省教育厅, ——, 本科,——
494,江苏工业学院, 江苏,http://college.gaokao.com/school/247/, 工科, ——, www., 本科,——
495,南京林业大学, 江苏,http://college.gaokao.com/school/248/, 林业, 江苏省教育厅, www.njfu.edu.cn, 本科,——
496,江苏大学, 江苏,http://college.gaokao.com/school/249/, 综合, 江苏省教育厅, www.ujs.edu.cn, 本科,——
497,盐城工学院, 江苏,http://college.gaokao.com/school/250/, 工科, 江苏省教育厅, www.ycit.edu.cn, 本科,——
498,南京医科大学, 江苏,http://college.gaokao.com/school/251/, 医药, 江苏省教育厅, www.njmu.edu.cn, 本科,——
499,徐州医学院, 江苏,http://college.gaokao.com/school/252/, 医药, 江苏省教育厅, www.xzmc.edu.cn, 本科,——
500,南京中医药大, 江苏,http://college.gaokao.com/school/253/, 医药, 江苏省教育厅, www.njutcm.edu.cn, 本科,——
501,天津中医药大, 天津,http://college.gaokao.com/school/152/, 医药, 天津市教育委员会, www.tjutcm.edu.cn, 本科,——
502,天津师范大学, 天津,http://college.gaokao.com/school/153/, 师范, 天津市教育委员会, www.tjnu.edu.cn, 本科,——
503,天津外国语学, 天津,http://college.gaokao.com/school/154/, 语言, ——, http://zsb.tjfsu.edu.cn, 本科,——
504,天津商业大学, 天津,http://college.gaokao.com/school/155/, 财经, 天津市教育委员会, http://zs.tjcu.edu.cn, 本科,——
505,天津体育学院, 天津,http://college.gaokao.com/school/156/, 体育, 天津市教育委员会, www.tjipe.edu.cn, 本科,——
506,天津音乐学院, 天津,http://college.gaokao.com/school/157/, 艺术, 天津市教育委员会, www.tjcm.edu.cn, 本科,——
507,天津美术学院, 天津,http://college.gaokao.com/school/158/, 艺术, 天津市教育委员会, www.tjarts.edu.cn, 本科,——
508,河北大学, 河北,http://college.gaokao.com/school/159/, 综合, 河北省教育厅, www.hbu.edu.cn, 本科,——
509,石家庄经济学, 河北,http://college.gaokao.com/school/160/, 财经, 河北省教育厅, www.sjzue.edu.cn, 本科,——
510,河北科技大学, 河北,http://college.gaokao.com/school/161/, 工科, 河北省教育厅, www.hebust.edu.cn, 本科,——
511,河北建筑工程, 河北,http://college.gaokao.com/school/162/, 工科, 河北省教育厅, www.hebiace.edu.cn, 本科,——
512,华北煤炭医学, 河北,http://college.gaokao.com/school/163/, 医药, ——, www.heuu.edu.cn, 本科,——
513,承德医学院, 河北,http://college.gaokao.com/school/164/, 医药, 河北省教育厅, http://www.cdmc.edu.cn, 本科,——
514,河北师范大学, 河北,http://college.gaokao.com/school/165/, 师范, 河北省教育厅, www.hebtu.edu.cn, 本科,——
515,唐山师范学院, 河北,http://college.gaokao.com/school/166/, 师范, 河北省教育厅, www.tstc.edu.cn, 本科,——
516,廊坊师范学院, 河北,http://college.gaokao.com/school/167/, 师范, 河北省教育厅, http://www.lfsfxy.edu.cn, 本科,——
517,邢台学院, 河北,http://college.gaokao.com/school/168/, 师范, 河北省教育厅, ——, 本科,——
518,石家庄铁道学, 河北,http://college.gaokao.com/school/169/, 工科, ——, www.hsvtc.cn, 本科,——
519,山西大学, 山西,http://college.gaokao.com/school/170/, 综合, 山西省教育厅, www.sxu.edu.cn, 本科,——
520,山西农业大学, 山西,http://college.gaokao.com/school/171/, 农业, 山西省教育厅, www.sxau.edu.cn, 本科,——
521,山西医科大学, 山西,http://college.gaokao.com/school/172/, 医药, 山西省教育厅, www.sxmu.edu.cn, 本科,——
522,长治医学院, 山西,http://college.gaokao.com/school/173/, 医药, 山西省教育厅, www.czmc.com, 本科,——
523,山西师范大学, 山西,http://college.gaokao.com/school/174/, 师范, 山西省教育厅, www.sxnu.edu.cn, 本科,——
524,太原师范学院, 山西,http://college.gaokao.com/school/175/, 师范, 山西省教育厅, www.tynu.edu.cn, 本科,——
525,晋中学院, 山西,http://college.gaokao.com/school/176/, 师范, 山西省教育厅, www.sxjztc.edu.cn, 本科,——
526,运城学院, 山西,http://college.gaokao.com/school/177/, 师范, 山西省教育厅, www.ycu.edu.cn, 本科,——
527,忻州师范学院, 山西,http://college.gaokao.com/school/178/, 师范, 山西省教育厅, www.xztc.edu.cn, 本科,——
528,山西财经大学, 山西,http://college.gaokao.com/school/179/, 财经, 山西省教育厅, http://www.sxufe.edu.cn, 本科,——
529,内蒙古工业大, 内蒙古,http://college.gaokao.com/school/180/, 工科, 内蒙古自治区教育厅, www.imut.edu.cn, 本科,——
530,内蒙古医科大, 内蒙古,http://college.gaokao.com/school/181/, 医药, 内蒙古自治区教育厅, www.immu.edu.cn, 本科,——
531,内蒙古师范大, 内蒙古,http://college.gaokao.com/school/183/, 师范, 内蒙古自治区教育厅, www.imnu.edu.cn, 本科,——
532,内蒙古财经学, 内蒙古,http://college.gaokao.com/school/184/, 财经, 内蒙古自治区教育厅, www.imfec.edu.cn, 本科,——
533,沈阳工业大学, 辽宁,http://college.gaokao.com/school/185/, 工科, 辽宁省教育厅, www.sut.edu.cn, 本科,——
534,沈阳航空工业, 辽宁,http://college.gaokao.com/school/186/, 工科, ——, http://www.sau.edu.cn, 本科,——
535,辽宁科技大学, 辽宁,http://college.gaokao.com/school/187/, 工科, 辽宁省教育厅, www.ustl.edu.cn, 本科,——
536,辽宁工程技术, 辽宁,http://college.gaokao.com/school/188/, 工科, 辽宁省教育厅, www.lntu.edu.cn, 本科,——
537,辽宁石油化工, 辽宁,http://college.gaokao.com/school/189/, 工科, 辽宁省教育厅, www.lnpu.edu.cn, 本科,——
538,沈阳化工学院, 辽宁,http://college.gaokao.com/school/190/, 工科, ——, www.syuct.edu.cn, 本科,——
539,大连工业大学, 辽宁,http://college.gaokao.com/school/191/, 工科, 辽宁省教育厅, www.dlpu.edu.cn, 本科,——
540,辽宁工业大学, 辽宁,http://college.gaokao.com/school/192/, 工科, 辽宁省教育厅, http://www.lnut.edu.cn/, 本科,——
541,沈阳农业大学, 辽宁,http://college.gaokao.com/school/193/, 农业, 辽宁省教育厅, http://www.syau.edu.cn, 本科,——
542,大连水产学院, 辽宁,http://college.gaokao.com/school/194/, 农业, ——, http://www.dlou.edu.cn, 本科,——
543,中国医科大学, 辽宁,http://college.gaokao.com/school/195/, 医药, 辽宁省教育厅, www.cmu.edu.cn, 本科,——
544,辽宁医学院, 辽宁,http://college.gaokao.com/school/196/, 医药, 辽宁省教育厅, www.jzmu.edu.cn, 本科,——
545,大连医科大学, 辽宁,http://college.gaokao.com/school/197/, 医药, 辽宁省教育厅, www.dlmedu.edu.cn, 本科,——
546,辽宁中医药大, 辽宁,http://college.gaokao.com/school/198/, 医药, 辽宁省教育厅, www.lnutcm.edu.cn, 本科,——
547,沈阳药科大学, 辽宁,http://college.gaokao.com/school/199/, 医药, 辽宁省教育厅, www.syphu.edu.cn, 本科,——
548,沈阳医学院, 辽宁,http://college.gaokao.com/school/200/, 医药, 辽宁省教育厅, www.symc.edu.cn, 本科,——
549,辽宁师范大学, 辽宁,http://college.gaokao.com/school/201/, 师范, 辽宁省教育厅, www.lnnu.edu.cn, 本科,——
550,沈阳师范大学, 辽宁,http://college.gaokao.com/school/202/, 师范, 辽宁省教育厅, www.synu.edu.cn, 本科,——
551,鞍山师范学院, 辽宁,http://college.gaokao.com/school/203/, 师范, 辽宁省教育厅, www.asnc.edu.cn, 本科,——
552,大连外国语大, 辽宁,http://college.gaokao.com/school/204/, 语言, 辽宁省教育厅, www.dlufl.edu.cn, 本科,——
553,东北财经大学, 辽宁,http://college.gaokao.com/school/205/, 财经, 辽宁省教育厅, http://www.dufe.edu.cn, 本科,——
554,中国刑事警察, 辽宁,http://college.gaokao.com/school/206/, 政法, 公安部, www.ccpc.edu.cn, 本科,——
555,沈阳体育学院, 辽宁,http://college.gaokao.com/school/207/, 体育, 辽宁省教育厅, www.syty.edu.cn, 本科,——
556,沈阳音乐学院, 辽宁,http://college.gaokao.com/school/208/, 艺术, 辽宁省教育厅, www.sycm.com.cn, 本科,——
557,鲁迅美术学院, 辽宁,http://college.gaokao.com/school/209/, 艺术, 辽宁省教育厅, www.lumei.edu.cn, 本科,——
558,长春理工大学, 吉林,http://college.gaokao.com/school/210/, 工科, 吉林省教育厅, www.cust.edu.cn, 本科,——
559,东北电力大学, 吉林,http://college.gaokao.com/school/211/, 工科, 吉林省教育厅, http://www.nedu.edu.cn/, 本科,——
560,长春工业大学, 吉林,http://college.gaokao.com/school/212/, 工科, 吉林省教育厅, http://www.ccut.edu.cn, 本科,——
561,吉林建筑大学, 吉林,http://college.gaokao.com/school/213/, 工科, 吉林省教育厅, http://www.jlju.edu.cn, 本科,——
562,吉林化工学院, 吉林,http://college.gaokao.com/school/214/, 工科, 吉林省教育厅, www.jlict.edu.cn, 本科,——
563,吉林农业大学, 吉林,http://college.gaokao.com/school/215/, 农业, 吉林省教育厅, http://www.jlau.edu.cn, 本科,——
564,通化师范学院, 吉林,http://college.gaokao.com/school/216/, 师范, 吉林省教育厅, www.thnu.edu.cn, 本科,——
565,吉林师范大学, 吉林,http://college.gaokao.com/school/217/, 师范, 吉林省教育厅, http://www.jlnu.edu.cn, 本科,——
566,吉林工程技术, 吉林,http://college.gaokao.com/school/218/, 师范, 吉林省教育厅, www.jltiet.net, 本科,——
567,长春师范大学, 吉林,http://college.gaokao.com/school/219/, 师范, 吉林省教育厅, www.cncnc.edu.cn, 本科,——
568,白城师范学院, 吉林,http://college.gaokao.com/school/220/, 师范, 吉林省教育厅, www.bcsfxy.com, 本科,——
569,长春税务学院, 吉林,http://college.gaokao.com/school/221/, 财经, ——, http://www.jlufe.edu.cn, 本科,——
570,吉林体育学院, 吉林,http://college.gaokao.com/school/222/, 体育, 吉林省教育厅, www.jlty.com.cn, 本科,——
571,吉林艺术学院, 吉林,http://college.gaokao.com/school/223/, 艺术, 吉林省教育厅, www.jlart.edu.cn, 本科,——
572,黑龙江大学, 黑龙江,http://college.gaokao.com/school/224/, 综合, 黑龙江省教育厅, www.hlju.edu.cn, 本科,——
573,燕山大学, 河北,http://college.gaokao.com/school/225/, 工科, 河北省教育厅, ——, 本科,——
574,黑龙江科技大, 黑龙江,http://college.gaokao.com/school/226/, 工科, 黑龙江省教育厅, http://www.usth.edu.cn, 本科,——
575,大庆石油学院, 黑龙江,http://college.gaokao.com/school/227/, 工科, ——, www.dqpi.edu.cn, 本科,——
576,齐齐哈尔大学, 黑龙江,http://college.gaokao.com/school/228/, 综合, 黑龙江省教育厅, www.qqhru.edu.cn, 本科,——
577,黑龙江八一农, 黑龙江,http://college.gaokao.com/school/229/, 农业, 黑龙江省教育厅, http://www.hlau.cn, 本科,——
578,黑龙江中医药, 黑龙江,http://college.gaokao.com/school/230/, 医药, 黑龙江省教育厅, www.hljucm.net, 本科,——
579,牡丹江医学院, 黑龙江,http://college.gaokao.com/school/231/, 医药, 黑龙江省教育厅, ——, 本科,——
580,哈尔滨师范大, 黑龙江,http://college.gaokao.com/school/232/, 师范, 黑龙江省教育厅, www.hrbnu.edu.cn, 本科,——
581,牡丹江师范学, 黑龙江,http://college.gaokao.com/school/233/, 师范, 黑龙江省教育厅, www.mdjnu.cn, 本科,——
582,绥化学院, 黑龙江,http://college.gaokao.com/school/234/, 综合, 黑龙江省教育厅, www.shxy.net, 本科,——
583,哈尔滨商业大, 黑龙江,http://college.gaokao.com/school/235/, 财经, 黑龙江省教育厅, www.hrbcu.edu.cn, 本科,——
584,哈尔滨体育学, 黑龙江,http://college.gaokao.com/school/236/, 体育, 黑龙江省教育厅, www.hrbipe.edu.cn, 本科,——
585,上海理工大学, 上海,http://college.gaokao.com/school/237/, 工科, 上海市教育委员会, http://www.usst.edu.cn, 本科,——
586,上海电力学院, 上海,http://college.gaokao.com/school/238/, 工科, 上海市教育委员会, www.shiep.edu.cn, 本科,——
587,上海师范大学, 上海,http://college.gaokao.com/school/240/, 师范, 上海市教育委员会, www.shnu.edu.cn, 本科,——
588,上海对外经贸, 上海,http://college.gaokao.com/school/241/, 财经, 上海市教育委员会, www.shift.edu.cn, 本科,——
589,华东政法大学, 上海,http://college.gaokao.com/school/242/, 政法, 上海市教育委员会, www.ecupl.edu.cn, 本科,——
590,上海体育学院, 上海,http://college.gaokao.com/school/243/, 体育, 上海市教育委员会, http://www.sus.edu.cn, 本科,——
591,上海音乐学院, 上海,http://college.gaokao.com/school/244/, 艺术, 上海市教育委员会, www.shcmusic.edu.cn, 本科,——
592,上海戏剧学院, 上海,http://college.gaokao.com/school/245/, 艺术, 上海市教育委员会, www.sta.edu.cn, 本科,——
593,南京工业大学, 江苏,http://college.gaokao.com/school/246/, 工科, 江苏省教育厅, ——, 本科,——
594,江苏工业学院, 江苏,http://college.gaokao.com/school/247/, 工科, ——, www., 本科,——
595,南京林业大学, 江苏,http://college.gaokao.com/school/248/, 林业, 江苏省教育厅, www.njfu.edu.cn, 本科,——
596,江苏大学, 江苏,http://college.gaokao.com/school/249/, 综合, 江苏省教育厅, www.ujs.edu.cn, 本科,——
597,盐城工学院, 江苏,http://college.gaokao.com/school/250/, 工科, 江苏省教育厅, www.ycit.edu.cn, 本科,——
598,南京医科大学, 江苏,http://college.gaokao.com/school/251/, 医药, 江苏省教育厅, www.njmu.edu.cn, 本科,——
599,徐州医学院, 江苏,http://college.gaokao.com/school/252/, 医药, 江苏省教育厅, www.xzmc.edu.cn, 本科,——
600,南京中医药大, 江苏,http://college.gaokao.com/school/253/, 医药, 江苏省教育厅, www.njutcm.edu.cn, 本科,——
601,运城学院, 山西,http://college.gaokao.com/school/177/, 师范, 山西省教育厅, www.ycu.edu.cn, 本科,——
602,忻州师范学院, 山西,http://college.gaokao.com/school/178/, 师范, 山西省教育厅, www.xztc.edu.cn, 本科,——
603,山西财经大学, 山西,http://college.gaokao.com/school/179/, 财经, 山西省教育厅, http://www.sxufe.edu.cn, 本科,——
604,内蒙古工业大, 内蒙古,http://college.gaokao.com/school/180/, 工科, 内蒙古自治区教育厅, www.imut.edu.cn, 本科,——
