,sname,location,url,type,membership,website,nature
678,辽宁广告职业, 辽宁,http://college.gaokao.com/school/1092/, 艺术, 辽宁省教育厅, www.ggxy.com, 高职专科
679,辽宁信息职业, 辽宁,http://college.gaokao.com/school/1093/, 工科, 辽宁省教育厅, www.lnjzxy.com, 高职专科
680,辽宁体育运动, 辽宁,http://college.gaokao.com/school/1094/, 体育, 辽宁省教育厅, http://www.lnen.cn/mb/view.html, 高职专科
681,辽宁林业职业, 辽宁,http://college.gaokao.com/school/1095/, 林业, 辽宁省教育厅, www.lnlzy.cn, 高职专科
682,沈阳航空职业, 辽宁,http://college.gaokao.com/school/1096/, 综合, 辽宁省教育厅, www.hzy.cn, 高职专科
683,沈阳职业技术, 辽宁,http://college.gaokao.com/school/1097/, 综合, 辽宁省教育厅, www.vtcsy.com, 高职专科
684,吉林交通职业, 吉林,http://college.gaokao.com/school/1098/, 工科, 吉林省教育厅, www.jjtc.com.cn, 高职专科
685,辽源职业技术, 吉林,http://college.gaokao.com/school/1099/, 工科, 吉林省教育厅, www.lyvtc.cn, 高职专科
686,长春东方职业, 吉林,http://college.gaokao.com/school/1101/, 医药, 吉林省教育厅, www.dfzyxy.edu.cn, 高职专科
687,吉林电子信息, 吉林,http://college.gaokao.com/school/1102/, 工科, 吉林省教育厅, www.jltc.edu.cn, 高职专科
688,吉林工业职业, 吉林,http://college.gaokao.com/school/1103/, 工科, 吉林省教育厅, www.jvcit.edu.cn, 高职专科
689,吉林司法警官, 吉林,http://college.gaokao.com/school/1104/, 政法, 吉林省教育厅, www.jlsfjy.cn, 高职专科
690,吉林农业工程, 吉林,http://college.gaokao.com/school/1105/, 农业, 吉林省教育厅, www.jlnyxy.com.cn, 高职专科
691,长春职业技术, 吉林,http://college.gaokao.com/school/1106/, 综合, 吉林省教育厅, http://www.cvit.com.cn, 高职专科
692,黑龙江建筑职, 黑龙江,http://college.gaokao.com/school/1107/, 工科, 黑龙江省教育厅, www.hcc.net.cn, 高职专科
693,伊春职业学院, 黑龙江,http://college.gaokao.com/school/1108/, 综合, 黑龙江省教育厅, www.ycvc.com.cn, 高职专科
694,黑龙江司法警, 黑龙江,http://college.gaokao.com/school/1109/, 政法, 黑龙江省教育厅, www.hlsfjx.com, 高职专科
695,齐齐哈尔职业, 黑龙江,http://college.gaokao.com/school/1110/, 综合, ——, www.hdyu.com, 高职专科
696,黑龙江林业职, 黑龙江,http://college.gaokao.com/school/1111/, 林业, 黑龙江省教育厅, www.hljlzy.com, 高职专科
697,黑龙江农业职, 黑龙江,http://college.gaokao.com/school/1112/, 农业, 黑龙江省教育厅, www.hljnzy.net, 高职专科
698,黑龙江农业工, 黑龙江,http://college.gaokao.com/school/1113/, 农业, 黑龙江省教育厅, www.hngzy.com, 高职专科
699,大庆职业学院, 黑龙江,http://college.gaokao.com/school/1114/, 综合, 黑龙江省教育厅, www.dqzyxy.net, 高职专科
700,黑龙江农垦职, 黑龙江,http://college.gaokao.com/school/1115/, 农业, 黑龙江省教育厅, www.nkzy.com, 高职专科
701,哈尔滨职业技, 黑龙江,http://college.gaokao.com/school/1116/, 综合, 黑龙江省教育厅, www.hzjxy.net, 高职专科
702,哈尔滨电力职, 黑龙江,http://college.gaokao.com/school/1117/, 工科, 黑龙江省教育厅, http://www.hl.sgcc.com.cn/hdy, 高职专科
703,哈尔滨铁道职, 黑龙江,http://college.gaokao.com/school/1118/, 工科, 黑龙江省教育厅, www.htxy.net, 高职专科
704,大兴安岭职业, 黑龙江,http://college.gaokao.com/school/1119/, 综合, 黑龙江省教育厅, www.dxalu.com, 高职专科
705,黑龙江职业学, 黑龙江,http://college.gaokao.com/school/1120/, 综合, 黑龙江省教育厅, http://www.hljp.edu.cn, 高职专科
706,黑龙江农业经, 黑龙江,http://college.gaokao.com/school/1121/, 农业, 黑龙江省教育厅, www.nyjj.net.cn, 高职专科
707,黑龙江艺术职, 黑龙江,http://college.gaokao.com/school/1122/, 艺术, 黑龙江省教育厅, www.hljyzy.com, 高职专科
708,哈尔滨华夏计, 黑龙江,http://college.gaokao.com/school/1123/, 工科, 黑龙江省教育厅, www.hxci.com.cn, 高职专科
709,黑龙江工商职, 黑龙江,http://college.gaokao.com/school/1124/, 综合, 黑龙江省教育厅, http://www.hljp.edu.cn, 高职专科
710,上海建峰职业, 上海,http://college.gaokao.com/school/1125/, 综合, 上海市教育委员会, www.shjf.com, 高职专科
711,上海科学技术, 上海,http://college.gaokao.com/school/1126/, 综合, 上海市教育委员会, http://www.scst.edu.cn, 高职专科
712,上海海事职业, 上海,http://college.gaokao.com/school/1127/, 工科, 上海市教育委员会, www.sma.edu.cn, 高职专科
713,上海电子信息, 上海,http://college.gaokao.com/school/1128/, 工科, 上海市教育委员会, www.stiei.edu.cn, 高职专科
714,上海民航职业, 上海,http://college.gaokao.com/school/1129/, 工科, 上海市教育委员会, www.scp.edu.cn, 高职专科
715,上海城市管理, 上海,http://college.gaokao.com/school/1130/, 工科, 上海市教育委员会, www.shumc.edu.cn, 高职专科
716,上海行健职业, 上海,http://college.gaokao.com/school/1131/, 财经, 上海市教育委员会, www.shxj.cn, 高职专科
717,上海农林职业, 上海,http://college.gaokao.com/school/1132/, 农业, 上海市教育委员会, www.shafc.ed.cn, 高职专科
718,民办明达职业, 江苏,http://college.gaokao.com/school/1133/, 语言, 江苏省教育厅, www.mdut.cn, 高职专科
719,连云港职业技, 江苏,http://college.gaokao.com/school/1134/, 工科, 江苏省教育厅, www.lygtc.net.cn, 高职专科
720,南京工业职业, 江苏,http://college.gaokao.com/school/1135/, 工科, 江苏省教育厅, www.niit.edu.cn, 高职专科
721,徐州建筑职业, 江苏,http://college.gaokao.com/school/1136/, 工科, 江苏省教育厅, www.jsjzi.edu.cn, 高职专科
722,泰州职业技术, 江苏,http://college.gaokao.com/school/1137/, 工科, 江苏省教育厅, www.tzpc.edu.cn, 高职专科
723,无锡职业技术, 江苏,http://college.gaokao.com/school/1138/, 工科, 江苏省教育厅, www.wxit.edu.cn, 高职专科
724,南通纺织职业, 江苏,http://college.gaokao.com/school/1139/, 工科, 江苏省教育厅, www.nttec.edu.cn, 高职专科
725,苏州工艺美术, 江苏,http://college.gaokao.com/school/1140/, 艺术, 江苏省教育厅, www.sgmart.com, 高职专科
726,哈尔滨职业技, 黑龙江,http://college.gaokao.com/school/1116/, 综合, 黑龙江省教育厅, www.hzjxy.net, 高职专科
727,哈尔滨电力职, 黑龙江,http://college.gaokao.com/school/1117/, 工科, 黑龙江省教育厅, http://www.hl.sgcc.com.cn/hdy, 高职专科
728,哈尔滨铁道职, 黑龙江,http://college.gaokao.com/school/1118/, 工科, 黑龙江省教育厅, www.htxy.net, 高职专科
729,大兴安岭职业, 黑龙江,http://college.gaokao.com/school/1119/, 综合, 黑龙江省教育厅, www.dxalu.com, 高职专科
730,黑龙江职业学, 黑龙江,http://college.gaokao.com/school/1120/, 综合, 黑龙江省教育厅, http://www.hljp.edu.cn, 高职专科
731,黑龙江农业经, 黑龙江,http://college.gaokao.com/school/1121/, 农业, 黑龙江省教育厅, www.nyjj.net.cn, 高职专科
732,黑龙江艺术职, 黑龙江,http://college.gaokao.com/school/1122/, 艺术, 黑龙江省教育厅, www.hljyzy.com, 高职专科
733,哈尔滨华夏计, 黑龙江,http://college.gaokao.com/school/1123/, 工科, 黑龙江省教育厅, www.hxci.com.cn, 高职专科
734,黑龙江工商职, 黑龙江,http://college.gaokao.com/school/1124/, 综合, 黑龙江省教育厅, http://www.hljp.edu.cn, 高职专科
735,上海建峰职业, 上海,http://college.gaokao.com/school/1125/, 综合, 上海市教育委员会, www.shjf.com, 高职专科
736,上海科学技术, 上海,http://college.gaokao.com/school/1126/, 综合, 上海市教育委员会, http://www.scst.edu.cn, 高职专科
737,上海海事职业, 上海,http://college.gaokao.com/school/1127/, 工科, 上海市教育委员会, www.sma.edu.cn, 高职专科
738,上海电子信息, 上海,http://college.gaokao.com/school/1128/, 工科, 上海市教育委员会, www.stiei.edu.cn, 高职专科
739,上海民航职业, 上海,http://college.gaokao.com/school/1129/, 工科, 上海市教育委员会, www.scp.edu.cn, 高职专科
740,上海城市管理, 上海,http://college.gaokao.com/school/1130/, 工科, 上海市教育委员会, www.shumc.edu.cn, 高职专科
741,上海行健职业, 上海,http://college.gaokao.com/school/1131/, 财经, 上海市教育委员会, www.shxj.cn, 高职专科
742,上海农林职业, 上海,http://college.gaokao.com/school/1132/, 农业, 上海市教育委员会, www.shafc.ed.cn, 高职专科
743,民办明达职业, 江苏,http://college.gaokao.com/school/1133/, 语言, 江苏省教育厅, www.mdut.cn, 高职专科
744,连云港职业技, 江苏,http://college.gaokao.com/school/1134/, 工科, 江苏省教育厅, www.lygtc.net.cn, 高职专科
745,南京工业职业, 江苏,http://college.gaokao.com/school/1135/, 工科, 江苏省教育厅, www.niit.edu.cn, 高职专科
746,徐州建筑职业, 江苏,http://college.gaokao.com/school/1136/, 工科, 江苏省教育厅, www.jsjzi.edu.cn, 高职专科
747,泰州职业技术, 江苏,http://college.gaokao.com/school/1137/, 工科, 江苏省教育厅, www.tzpc.edu.cn, 高职专科
748,无锡职业技术, 江苏,http://college.gaokao.com/school/1138/, 工科, 江苏省教育厅, www.wxit.edu.cn, 高职专科
749,南通纺织职业, 江苏,http://college.gaokao.com/school/1139/, 工科, 江苏省教育厅, www.nttec.edu.cn, 高职专科
750,苏州工艺美术, 江苏,http://college.gaokao.com/school/1140/, 艺术, 江苏省教育厅, www.sgmart.com, 高职专科
751,常州信息职业, 江苏,http://college.gaokao.com/school/1141/, 工科, 江苏省教育厅, www.ccit.js.cn, 高职专科
752,南通航运职业, 江苏,http://college.gaokao.com/school/1142/, 工科, 江苏省教育厅, www.ntsc.edu.cn, 高职专科
753,无锡商业职业, 江苏,http://college.gaokao.com/school/1143/, 财经, 江苏省教育厅, ——, 高职专科
754,南京交通职业, 江苏,http://college.gaokao.com/school/1144/, 工科, 江苏省教育厅, www.njci.edu.cn, 高职专科
755,淮安信息职业, 江苏,http://college.gaokao.com/school/1145/, 工科, 江苏省教育厅, www.hcit.edu.cn, 高职专科
756,江苏畜牧兽医, 江苏,http://college.gaokao.com/school/1146/, 农业, 江苏省教育厅, www.jsahvc.edu.cn, 高职专科
757,常州纺织服装, 江苏,http://college.gaokao.com/school/1147/, 工科, 江苏省教育厅, ——, 高职专科
758,苏州农业职业, 江苏,http://college.gaokao.com/school/1148/, 农业, 江苏省教育厅, www.szai.edu.cn, 高职专科
759,苏州工业园区, 江苏,http://college.gaokao.com/school/1149/, 工科, 江苏省教育厅, ——, 高职专科
760,南京化工职业, 江苏,http://college.gaokao.com/school/1150/, 工科, 江苏省教育厅, www.njcc.edu.cn, 高职专科
761,正德职业技术, 江苏,http://college.gaokao.com/school/1151/, 工科, 江苏省教育厅, www.zdxy.cn, 高职专科
762,无锡南洋职业, 江苏,http://college.gaokao.com/school/1152/, 工科, 江苏省教育厅, www.wsoc.edu.cn, 高职专科
763,钟山职业技术, 江苏,http://college.gaokao.com/school/1153/, 工科, 江苏省教育厅, www.zscollege.com, 高职专科
764,炎黄职业技术, 江苏,http://college.gaokao.com/school/1154/, 工科, 江苏省教育厅, www.yhust.edu.cn, 高职专科
765,金肯职业技术, 江苏,http://college.gaokao.com/school/1155/, 财经, 江苏省教育厅, www.jku.edu.cn, 高职专科
766,紫琅职业技术, 江苏,http://college.gaokao.com/school/1156/, 工科, 江苏省教育厅, www.zlvc.edu.cn, 高职专科
767,九州职业技术, 江苏,http://college.gaokao.com/school/1157/, 工科, 江苏省教育厅, www.jznu.com.cn, 高职专科
768,硅湖职业技术, 江苏,http://college.gaokao.com/school/1158/, 工科, 江苏省教育厅, www.usl.edu.cn, 高职专科
769,江阴职业技术, 江苏,http://college.gaokao.com/school/1159/, 工科, 江苏省教育厅, www.jypc.org, 高职专科
770,宿迁职业技术, 江苏,http://college.gaokao.com/school/1160/, 工科, 江苏省教育厅, www.cjsiu.com, 高职专科
771,南京信息职业, 江苏,http://college.gaokao.com/school/1161/, 工科, 江苏省教育厅, www.njcit.edu.cn, 高职专科
772,常州工程职业, 江苏,http://college.gaokao.com/school/1162/, 工科, 江苏省教育厅, ——, 高职专科
773,常州轻工职业, 江苏,http://college.gaokao.com/school/1163/, 工科, 江苏省教育厅, www.czili.edu.cn, 高职专科
774,常州机电职业, 江苏,http://college.gaokao.com/school/1164/, 工科, 江苏省教育厅, http://www.czimt.edu.cn/, 高职专科
775,徐州工业职业, 江苏,http://college.gaokao.com/school/1165/, 工科, 江苏省教育厅, ——, 高职专科
776,江苏食品职业, 江苏,http://college.gaokao.com/school/1166/, 工科, 江苏省教育厅, www.jsfsc.edu.cn, 高职专科
777,江苏农林职业, 江苏,http://college.gaokao.com/school/1167/, 农业, 江苏省教育厅, www.jsafc.net, 高职专科
778,江苏信息职业, 江苏,http://college.gaokao.com/school/1168/, 工科, 江苏省教育厅, www.jsit.edu.cn, 高职专科
779,南京特殊教育, 江苏,http://college.gaokao.com/school/1169/, 师范, 江苏省教育厅, www.njty.edu.cn, 高职专科
780,浙江艺术职业, 浙江,http://college.gaokao.com/school/1170/, 艺术, 浙江省教育厅, http://zhaosheng.zj, 高职专科
781,浙江交通职业, 浙江,http://college.gaokao.com/school/1171/, 工科, 浙江省教育厅, www.zjvtit.edu.cn, 高职专科
782,杭州职业技术, 浙江,http://college.gaokao.com/school/1172/, 综合, 浙江省教育厅, www.hzvtc.edu.cn, 高职专科
783,义乌工商职业, 浙江,http://college.gaokao.com/school/1173/, 综合, 浙江省教育厅, www.ywu.cn, 高职专科
784,宁波职业技术, 浙江,http://college.gaokao.com/school/1174/, 综合, 浙江省教育厅, www.nbptweb.net, 高职专科
785,温州职业技术, 浙江,http://college.gaokao.com/school/1175/, 综合, 浙江省教育厅, www.wzvtc.cn, 高职专科
786,浙江工商职业, 浙江,http://college.gaokao.com/school/1176/, 财经, 浙江省教育厅, www.zjbti.net.cn, 高职专科
787,浙江工贸职业, 浙江,http://college.gaokao.com/school/1177/, 综合, 浙江省教育厅, www.zjitc.net, 高职专科
788,台州职业技术, 浙江,http://college.gaokao.com/school/1179/, 工科, 浙江省教育厅, www.tzvtc.com, 高职专科
789,浙江机电职业, 浙江,http://college.gaokao.com/school/1180/, 工科, 浙江省教育厅, www.zime.edu.cn, 高职专科
790,浙江商业职业, 浙江,http://college.gaokao.com/school/1181/, 财经, 浙江省教育厅, ——, 高职专科
791,浙江警官职业, 浙江,http://college.gaokao.com/school/1182/, 政法, 浙江省教育厅, www.zjjy.com.cn, 高职专科
792,浙江工业职业, 浙江,http://college.gaokao.com/school/1183/, 综合, 浙江省教育厅, http://www.zjipc.edu.cn, 高职专科
793,浙江旅游职业, 浙江,http://college.gaokao.com/school/1184/, 财经, 浙江省教育厅, http://www.tourzj.edu.cn, 高职专科
794,浙江金融职业, 浙江,http://college.gaokao.com/school/1185/, 财经, 浙江省教育厅, www.zfc.edu.cn, 高职专科
795,浙江经济职业, 浙江,http://college.gaokao.com/school/1186/, 财经, 浙江省教育厅, http://www.zjtie.edu.cn, 高职专科
796,浙江建设职业, 浙江,http://college.gaokao.com/school/1187/, 工科, 浙江省教育厅, www.zjjy.net, 高职专科
797,浙江经贸职业, 浙江,http://college.gaokao.com/school/1188/, 财经, 浙江省教育厅, ——, 高职专科
798,浙江育英职业, 浙江,http://college.gaokao.com/school/1189/, 财经, 浙江省教育厅, www.zjyyc.com, 高职专科
799,绍兴托普信息, 浙江,http://college.gaokao.com/school/1190/, 工科, ——, www.sxvtc.com, 高职专科
800,嘉兴职业技术, 浙江,http://college.gaokao.com/school/1191/, 综合, 浙江省教育厅, www.jxvtc.net, 高职专科
801,湖州职业技术, 浙江,http://college.gaokao.com/school/1192/, 综合, 浙江省教育厅, www.hzvtc.net, 高职专科
802,衢州职业技术, 浙江,http://college.gaokao.com/school/1193/, 工科, 浙江省教育厅, www.qzct.net, 高职专科
803,丽水职业技术, 浙江,http://college.gaokao.com/school/1194/, 综合, 浙江省教育厅, www.lszjy.com, 高职专科
804,浙江东方职业, 浙江,http://college.gaokao.com/school/1196/, 综合, 浙江省教育厅, www.zjdfc.com, 高职专科
805,安徽职业技术, 安徽,http://college.gaokao.com/school/1197/, 工科, 安徽省教育厅, www.ahtu.ah.cn, 高职专科
806,淮北职业技术, 安徽,http://college.gaokao.com/school/1199/, 工科, 安徽省教育厅, www.hbvtc.net, 高职专科
807,芜湖职业技术, 安徽,http://college.gaokao.com/school/1200/, 工科, 安徽省教育厅, www.whptu.ah.cn, 高职专科
808,万博科技职业, 安徽,http://college.gaokao.com/school/1201/, 工科, 安徽省教育厅, http://www.wbc.edu.cn, 高职专科
809,铜陵职业技术, 安徽,http://college.gaokao.com/school/1202/, 工科, 安徽省教育厅, www.tlpt.net.cn, 高职专科
810,安徽商贸职业, 安徽,http://college.gaokao.com/school/1203/, 财经, 安徽省教育厅, www.abc.edu.cn, 高职专科
811,安徽警官职业, 安徽,http://college.gaokao.com/school/1204/, 政法, 安徽省教育厅, www.ahjgxy.com, 高职专科
812,安徽水利水电, 安徽,http://college.gaokao.com/school/1205/, 工科, 安徽省教育厅, http://www.ahsdxy.ah.edu.cn, 高职专科
813,淮南职业技术, 安徽,http://college.gaokao.com/school/1206/, 工科, 安徽省教育厅, www.hnvtc.ah.edu.cn, 高职专科
814,安徽电子信息, 安徽,http://college.gaokao.com/school/1207/, 工科, 安徽省教育厅, www.avceit.cn, 高职专科
815,安徽工贸职业, 安徽,http://college.gaokao.com/school/1208/, 工科, 安徽省教育厅, www.ahgmedu.cn, 高职专科
816,安徽工业经济, 安徽,http://college.gaokao.com/school/1209/, 财经, 安徽省教育厅, www.ahiec.net, 高职专科
817,安徽交通职业, 安徽,http://college.gaokao.com/school/1210/, 工科, 安徽省教育厅, www.ahctc.com, 高职专科
818,安徽体育运动, 安徽,http://college.gaokao.com/school/1211/, 体育, 安徽省教育厅, www.ahty.net, 高职专科
819,阜阳职业技术, 安徽,http://college.gaokao.com/school/1212/, 工科, 安徽省教育厅, www.fyvtc.edu.cn, 高职专科
820,合肥通用职业, 安徽,http://college.gaokao.com/school/1213/, 工科, 安徽省教育厅, http://www.hftyxy.com, 高职专科
821,六安职业技术, 安徽,http://college.gaokao.com/school/1214/, 工科, 安徽省教育厅, www.lvtc.edu.cn, 高职专科
822,民办安徽文达, 安徽,http://college.gaokao.com/school/1215/, 工科, ——, www.wendaedu.com.cn, 高职专科
823,民办合肥经济, 安徽,http://college.gaokao.com/school/1216/, 财经, 安徽省教育厅, www.hfet.com, 高职专科
824,宿州职业技术, 安徽,http://college.gaokao.com/school/1217/, 工科, 安徽省教育厅, www.szzy.ah.cn, 高职专科
825,安徽广播影视, 安徽,http://college.gaokao.com/school/1218/, 艺术, 安徽省教育厅, www.amtc.cn, 高职专科
826,湖州职业技术, 浙江,http://college.gaokao.com/school/1192/, 综合, 浙江省教育厅, www.hzvtc.net, 高职专科
827,衢州职业技术, 浙江,http://college.gaokao.com/school/1193/, 工科, 浙江省教育厅, www.qzct.net, 高职专科
828,丽水职业技术, 浙江,http://college.gaokao.com/school/1194/, 综合, 浙江省教育厅, www.lszjy.com, 高职专科
829,浙江东方职业, 浙江,http://college.gaokao.com/school/1196/, 综合, 浙江省教育厅, www.zjdfc.com, 高职专科
830,安徽职业技术, 安徽,http://college.gaokao.com/school/1197/, 工科, 安徽省教育厅, www.ahtu.ah.cn, 高职专科
831,淮北职业技术, 安徽,http://college.gaokao.com/school/1199/, 工科, 安徽省教育厅, www.hbvtc.net, 高职专科
832,芜湖职业技术, 安徽,http://college.gaokao.com/school/1200/, 工科, 安徽省教育厅, www.whptu.ah.cn, 高职专科
833,万博科技职业, 安徽,http://college.gaokao.com/school/1201/, 工科, 安徽省教育厅, http://www.wbc.edu.cn, 高职专科
834,铜陵职业技术, 安徽,http://college.gaokao.com/school/1202/, 工科, 安徽省教育厅, www.tlpt.net.cn, 高职专科
835,安徽商贸职业, 安徽,http://college.gaokao.com/school/1203/, 财经, 安徽省教育厅, www.abc.edu.cn, 高职专科
836,安徽警官职业, 安徽,http://college.gaokao.com/school/1204/, 政法, 安徽省教育厅, www.ahjgxy.com, 高职专科
837,安徽水利水电, 安徽,http://college.gaokao.com/school/1205/, 工科, 安徽省教育厅, http://www.ahsdxy.ah.edu.cn, 高职专科
838,淮南职业技术, 安徽,http://college.gaokao.com/school/1206/, 工科, 安徽省教育厅, www.hnvtc.ah.edu.cn, 高职专科
839,安徽电子信息, 安徽,http://college.gaokao.com/school/1207/, 工科, 安徽省教育厅, www.avceit.cn, 高职专科
840,安徽工贸职业, 安徽,http://college.gaokao.com/school/1208/, 工科, 安徽省教育厅, www.ahgmedu.cn, 高职专科
841,安徽工业经济, 安徽,http://college.gaokao.com/school/1209/, 财经, 安徽省教育厅, www.ahiec.net, 高职专科
842,安徽交通职业, 安徽,http://college.gaokao.com/school/1210/, 工科, 安徽省教育厅, www.ahctc.com, 高职专科
843,安徽体育运动, 安徽,http://college.gaokao.com/school/1211/, 体育, 安徽省教育厅, www.ahty.net, 高职专科
844,阜阳职业技术, 安徽,http://college.gaokao.com/school/1212/, 工科, 安徽省教育厅, www.fyvtc.edu.cn, 高职专科
845,合肥通用职业, 安徽,http://college.gaokao.com/school/1213/, 工科, 安徽省教育厅, http://www.hftyxy.com, 高职专科
846,六安职业技术, 安徽,http://college.gaokao.com/school/1214/, 工科, 安徽省教育厅, www.lvtc.edu.cn, 高职专科
847,民办安徽文达, 安徽,http://college.gaokao.com/school/1215/, 工科, ——, www.wendaedu.com.cn, 高职专科
848,民办合肥经济, 安徽,http://college.gaokao.com/school/1216/, 财经, 安徽省教育厅, www.hfet.com, 高职专科
849,宿州职业技术, 安徽,http://college.gaokao.com/school/1217/, 工科, 安徽省教育厅, www.szzy.ah.cn, 高职专科
850,安徽广播影视, 安徽,http://college.gaokao.com/school/1218/, 艺术, 安徽省教育厅, www.amtc.cn, 高职专科
851,民办安徽明星, 安徽,http://college.gaokao.com/school/1219/, 综合, ——, ——, 高职专科
852,池州职业技术, 安徽,http://college.gaokao.com/school/1220/, 工科, 安徽省教育厅, www.czgz.cn, 高职专科
853,滁州职业技术, 安徽,http://college.gaokao.com/school/1221/, 工科, 安徽省教育厅, www.czc.net.cn, 高职专科
854,宣城职业技术, 安徽,http://college.gaokao.com/school/1222/, 工科, 安徽省教育厅, www.xcvtc.edu.cn, 高职专科
855,民办安徽外国, 安徽,http://college.gaokao.com/school/1223/, 语言, ——, www.aflu.com.cn/, 高职专科
856,巢湖职业技术, 安徽,http://college.gaokao.com/school/1224/, 工科, 安徽省教育厅, www1.chzy.org, 高职专科
857,福建船政交通, 福建,http://college.gaokao.com/school/1225/, 工科, 福建省教育厅, www.fjcpc.edu.cn, 高职专科
858,福州职业技术, 福建,http://college.gaokao.com/school/1226/, 综合, 福建省教育厅, www.fvti.cn, 高职专科
859,福州英华职业, 福建,http://college.gaokao.com/school/1227/, 语言, 福建省教育厅, www.fzacc.com.cn, 高职专科
860,厦门华夏职业, 福建,http://college.gaokao.com/school/1228/, 综合, 福建省教育厅, http://www.hxxy.edu.cn, 高职专科
861,漳州职业技术, 福建,http://college.gaokao.com/school/1230/, 工科, 福建省教育厅, www.fjzzy.org, 高职专科
862,泉州华光职业, 福建,http://college.gaokao.com/school/1231/, 综合, 福建省教育厅, www.hgu.cn, 高职专科
863,福建信息职业, 福建,http://college.gaokao.com/school/1232/, 工科, 福建省教育厅, www.mitu.cn, 高职专科
864,福建水利电力, 福建,http://college.gaokao.com/school/1233/, 工科, 福建省教育厅, ——, 高职专科
865,福建电力职业, 福建,http://college.gaokao.com/school/1234/, 工科, 福建省教育厅, www.fjdy.net, 高职专科
866,福建林业职业, 福建,http://college.gaokao.com/school/1235/, 林业, 福建省教育厅, www.fjlzy.com, 高职专科
867,福建农业职业, 福建,http://college.gaokao.com/school/1236/, 农业, 福建省教育厅, www.fjny.com, 高职专科
868,厦门海洋职业, 福建,http://college.gaokao.com/school/1237/, 农业, 福建省教育厅, www.xmoc.cn, 高职专科
869,九江职业技术, 江西,http://college.gaokao.com/school/1238/, 综合, 江西省教育厅, www.jvtc.jx.cn, 高职专科
870,江西工业职业, 江西,http://college.gaokao.com/school/1239/, 综合, 江西省教育厅, www.jxgzy.cn, 高职专科
871,江西司法警官, 江西,http://college.gaokao.com/school/1241/, 政法, 江西省教育厅, www.jxsfjy.cn, 高职专科
872,江西电力职业, 江西,http://college.gaokao.com/school/1242/, 工科, 江西省教育厅, www.dlzy.jx.sgcc.com.cn, 高职专科
873,江西旅游商贸, 江西,http://college.gaokao.com/school/1243/, 财经, 江西省教育厅, www.jxlsxy.com, 高职专科
874,江西机电职业, 江西,http://college.gaokao.com/school/1244/, 工科, 江西省教育厅, www.jxjdxy.com, 高职专科
875,江西陶瓷工艺, 江西,http://college.gaokao.com/school/1245/, 艺术, 江西省教育厅, http://www.jxgymy.com, 高职专科
876,江西环境工程, 江西,http://college.gaokao.com/school/1246/, 林业, 江西省教育厅, www.jxhjxy.com, 高职专科
877,江西信息应用, 江西,http://college.gaokao.com/school/1247/, 工科, 江西省教育厅, http://www.jxcia.com, 高职专科
878,江西工业工程, 江西,http://college.gaokao.com/school/1248/, 工科, 江西省教育厅, www.jxgcxy.net, 高职专科
879,江西交通职业, 江西,http://college.gaokao.com/school/1249/, 工科, 江西省教育厅, http://www.jxjtxy.com, 高职专科
880,江西艺术职业, 江西,http://college.gaokao.com/school/1250/, 艺术, 江西省教育厅, www.jxysedu.com, 高职专科
881,江西财经职业, 河南,http://college.gaokao.com/school/1251/, 财经, 江西省教育厅, www.jxvc.jx.cn, 高职专科
882,江西应用技术, 江西,http://college.gaokao.com/school/1252/, 工科, 江西省教育厅, http://www.jxyyxy.com/xy, 高职专科
883,鹰潭职业技术, 江西,http://college.gaokao.com/school/1253/, 综合, 江西省教育厅, www.jxytxy.com.cn, 高职专科
884,江西现代职业, 江西,http://college.gaokao.com/school/1254/, 工科, 江西省教育厅, www.jxxdxy.com, 高职专科
885,山东商业职业, 山东,http://college.gaokao.com/school/1255/, 财经, 山东省教育厅, www.sict.edu.cn, 高职专科
886,日照职业技术, 山东,http://college.gaokao.com/school/1257/, 综合, 山东省教育厅, www.gotorzu.cn, 高职专科
887,山东水利职业, 山东,http://college.gaokao.com/school/1258/, 工科, 山东省教育厅, www.sdwrp.com, 高职专科
888,济南铁道职业, 山东,http://college.gaokao.com/school/1259/, 工科, ——, www.jnrp.edu.cn, 高职专科
889,莱芜职业技术, 山东,http://college.gaokao.com/school/1260/, 综合, 山东省教育厅, www.lwvc.edu.cn, 高职专科
890,威海职业学院, 山东,http://college.gaokao.com/school/1261/, 综合, 山东省教育厅, www.weihaicollege.com, 高职专科
891,青岛职业技术, 山东,http://college.gaokao.com/school/1262/, 综合, 山东省教育厅, www.qtc.edu.cn, 高职专科
892,聊城职业技术, 山东,http://college.gaokao.com/school/1263/, 综合, 山东省教育厅, www.lctvu.sd.cn, 高职专科
893,济宁职业技术, 山东,http://college.gaokao.com/school/1264/, 综合, 山东省教育厅, ——, 高职专科
894,山东劳动职业, 山东,http://college.gaokao.com/school/1265/, 工科, 山东省教育厅, www.sdlvtc.cn, 高职专科
895,曲阜远东职业, 山东,http://college.gaokao.com/school/1266/, 综合, 山东省教育厅, ——, 高职专科
896,烟台职业学院, 山东,http://college.gaokao.com/school/1267/, 综合, 山东省教育厅, www.ytvc.com.cn, 高职专科
897,滨州职业学院, 山东,http://college.gaokao.com/school/1268/, 综合, 山东省教育厅, www.bzpt.edu.cn, 高职专科
898,潍坊职业学院, 山东,http://college.gaokao.com/school/1269/, 综合, 山东省教育厅, www.sdwfvc.cn, 高职专科
